date,scd_births_per_1000,scd_prevalence_us,new_treatments_approved,clinical_trials_active,CRSP,stock_return,scd_births_per_1000_lag1,new_treatments_approved_lag1,clinical_trials_active_lag1,prevalence_growth,treatments_per_trial
2021-06-30,1.3923076923076922,112820.5128205128,0,83.46153846153847,161.88999938964844,0.36985952759858254,1.3846153846153846,1.0,81.92307692307693,0.004566210045661823,0.0
2021-07-31,1.3923076923076922,112820.5128205128,0,83.46153846153847,121.0199966430664,-0.2524553888484068,1.3923076923076922,0.0,83.46153846153847,0.0,0.0
2021-08-31,1.3923076923076922,112820.5128205128,0,83.46153846153847,124.9499969482422,0.03247397466690449,1.3923076923076922,0.0,83.46153846153847,0.0,0.0
2021-09-30,1.4,113333.33333333331,2,85.0,111.93000030517578,-0.10420165635105749,1.3923076923076922,0.0,83.46153846153847,0.00454545454545463,0.023255813953488372
2021-10-31,1.4,113333.33333333331,2,85.0,91.33000183105467,-0.18404358454351344,1.4,2.0,85.0,0.0,0.023255813953488372
2021-11-30,1.4,113333.33333333331,2,85.0,79.9000015258789,-0.12515055377223538,1.4,2.0,85.0,0.0,0.023255813953488372
2021-12-31,1.4076923076923076,113846.15384615384,3,86.53846153846155,75.77999877929688,-0.0515644889599608,1.4,2.0,85.0,0.00452488687782826,0.03427065026362038
2022-01-31,1.4076923076923076,113846.15384615384,3,86.53846153846155,63.75,-0.15874899674165044,1.4076923076923076,3.0,86.53846153846155,0.0,0.03427065026362038
2022-02-28,1.4076923076923076,113846.15384615384,3,86.53846153846155,61.369998931884766,-0.03733335008808214,1.4076923076923076,3.0,86.53846153846155,0.0,0.03427065026362038
2022-03-31,1.4153846153846157,114358.97435897436,1,88.07692307692308,62.77000045776367,0.022812474339991118,1.4076923076923076,3.0,86.53846153846155,0.0045045045045044585,0.011226252158894645
2022-04-30,1.4153846153846157,114358.97435897436,1,88.07692307692308,49.619998931884766,-0.20949500446040625,1.4153846153846157,1.0,88.07692307692308,0.0,0.011226252158894645
2022-05-31,1.4153846153846157,114358.97435897436,1,88.07692307692308,58.04999923706055,0.16989118272146597,1.4153846153846157,1.0,88.07692307692308,0.0,0.011226252158894645
2022-06-30,1.4230769230769231,114871.79487179487,2,89.61538461538461,60.77000045776367,0.046856180128364455,1.4153846153846157,1.0,88.07692307692308,0.004484304932735439,0.022071307300509338
2022-07-31,1.4230769230769231,114871.79487179487,2,89.61538461538461,75.0,0.23416158359463002,1.4230769230769231,2.0,89.61538461538461,0.0,0.022071307300509338
2022-08-31,1.4230769230769231,114871.79487179487,2,89.61538461538461,65.08999633789062,-0.1321333821614583,1.4230769230769231,2.0,89.61538461538461,0.0,0.022071307300509338
2022-09-30,1.4307692307692308,115384.6153846154,2,91.15384615384616,65.3499984741211,0.003994502240878273,1.4230769230769231,2.0,89.61538461538461,0.0044642857142858094,0.021702838063439065
2022-10-31,1.4307692307692308,115384.6153846154,2,91.15384615384616,52.34000015258789,-0.19908184583485833,1.4307692307692308,2.0,91.15384615384616,0.0,0.021702838063439065
2022-11-30,1.4307692307692308,115384.6153846154,2,91.15384615384616,54.790000915527344,0.046809338093177555,1.4307692307692308,2.0,91.15384615384616,0.0,0.021702838063439065
2022-12-31,1.4384615384615385,115897.43589743588,3,92.6923076923077,40.650001525878906,-0.25807627584180604,1.4307692307692308,2.0,91.15384615384616,0.004444444444444029,0.03201970443349754
2023-01-31,1.4384615384615385,115897.43589743588,3,92.6923076923077,51.02000045776367,0.25510451519375565,1.4384615384615385,3.0,92.6923076923077,0.0,0.03201970443349754
2023-02-28,1.4384615384615385,115897.43589743588,3,92.6923076923077,49.31999969482422,-0.03332028121690789,1.4384615384615385,3.0,92.6923076923077,0.0,0.03201970443349754
2023-03-31,1.446153846153846,116410.2564102564,2,94.23076923076924,45.22999954223633,-0.08292782193624193,1.4384615384615385,3.0,92.6923076923077,0.004424778761062065,0.021001615508885296
2023-04-30,1.446153846153846,116410.2564102564,2,94.23076923076924,48.939998626708984,0.08202518509884604,1.446153846153846,2.0,94.23076923076924,0.0,0.021001615508885296
2023-05-31,1.446153846153846,116410.2564102564,2,94.23076923076924,64.04000091552734,0.30854112612454254,1.446153846153846,2.0,94.23076923076924,0.0,0.021001615508885296
2023-06-30,1.4538461538461538,116923.07692307692,1,95.76923076923076,56.13999938964844,-0.12336042181353946,1.446153846153846,2.0,94.23076923076924,0.004405286343612369,0.010333863275039747
2023-07-31,1.4538461538461538,116923.07692307692,1,95.76923076923076,57.33000183105469,0.021197051199570716,1.4538461538461538,1.0,95.76923076923076,0.0,0.010333863275039747
2023-08-31,1.4538461538461538,116923.07692307692,1,95.76923076923076,50.0099983215332,-0.1276818991056854,1.4538461538461538,1.0,95.76923076923076,0.0,0.010333863275039747
2023-09-30,1.4615384615384617,117435.89743589744,2,97.30769230769232,45.38999938964844,-0.09238150543779355,1.4538461538461538,1.0,95.76923076923076,0.004385964912280826,0.02034428794992175
2023-10-31,1.4615384615384617,117435.89743589744,2,97.30769230769232,38.93000030517578,-0.1423220791218145,1.4615384615384617,2.0,97.30769230769232,0.0,0.02034428794992175
2023-11-30,1.4615384615384617,117435.89743589744,2,97.30769230769232,66.7300033569336,0.7141023075733646,1.4615384615384617,2.0,97.30769230769232,0.0,0.02034428794992175
2023-12-31,1.4692307692307691,117948.71794871795,3,98.84615384615384,62.599998474121094,-0.061891273415968895,1.4615384615384617,2.0,97.30769230769232,0.004366812227074357,0.0300462249614792
2024-01-31,1.4692307692307691,117948.71794871795,3,98.84615384615384,62.95000076293945,0.005591091011975857,1.4692307692307691,3.0,98.84615384615384,0.0,0.0300462249614792
2024-02-29,1.4692307692307691,117948.71794871795,3,98.84615384615384,84.22000122070312,0.33788721524982024,1.4692307692307691,3.0,98.84615384615384,0.0,0.0300462249614792
2024-03-31,1.476923076923077,118461.53846153848,1,100.3846153846154,68.16000366210938,-0.19069101550482825,1.4692307692307691,3.0,98.84615384615384,0.004347826086956719,0.009863429438543245
2024-04-30,1.476923076923077,118461.53846153848,1,100.3846153846154,52.9900016784668,-0.22256457113536932,1.476923076923077,1.0,100.3846153846154,0.0,0.009863429438543245
2024-05-31,1.476923076923077,118461.53846153848,1,100.3846153846154,53.7400016784668,0.014153613441095114,1.476923076923077,1.0,100.3846153846154,0.0,0.009863429438543245
2024-06-30,1.484615384615385,118974.35897435895,2,101.92307692307692,54.0099983215332,0.005024127923959343,1.476923076923077,1.0,100.3846153846154,0.004329004329004071,0.019431988041853514
2024-07-31,1.484615384615385,118974.35897435895,2,101.92307692307692,57.290000915527344,0.06072954445337286,1.484615384615385,2.0,101.92307692307692,0.0,0.019431988041853514
2024-08-31,1.484615384615385,118974.35897435895,2,101.92307692307692,47.720001220703125,-0.16704485149048853,1.484615384615385,2.0,101.92307692307692,0.0,0.019431988041853514
2024-09-30,1.4923076923076923,119487.17948717948,2,103.46153846153848,46.97999954223633,-0.015507159671776183,1.484615384615385,2.0,101.92307692307692,0.004310344827586299,0.019145802650957288
2024-10-31,1.4923076923076923,119487.17948717948,2,103.46153846153848,46.38999938964844,-0.012558538917342155,1.4923076923076923,2.0,103.46153846153848,0.0,0.019145802650957288
2024-11-30,1.4923076923076923,119487.17948717948,2,103.46153846153848,51.16999816894531,0.1030394231986882,1.4923076923076923,2.0,103.46153846153848,0.0,0.019145802650957288
2024-12-31,1.5,120000.0,3,105.0,39.36000061035156,-0.23079925700996307,1.4923076923076923,2.0,103.46153846153848,0.0042918454935623185,0.02830188679245283
2025-01-31,1.5,120000.0,3,105.0,41.59000015258789,0.05665649155629948,1.5,3.0,105.0,0.0,0.02830188679245283
2025-02-28,1.5,120000.0,3,105.0,43.91999816894531,0.05602303457102642,1.5,3.0,105.0,0.0,0.02830188679245283
2025-03-31,1.5,120000.0,3,105.0,34.029998779296875,-0.22518214485358057,1.5,3.0,105.0,0.0,0.02830188679245283
2025-04-30,1.5,120000.0,3,105.0,38.66999816894531,0.1363502661208238,1.5,3.0,105.0,0.0,0.02830188679245283
2025-05-31,1.5,120000.0,3,105.0,36.290000915527344,-0.061546350300302644,1.5,3.0,105.0,0.0,0.02830188679245283
2025-06-30,1.5,120000.0,3,105.0,48.63999938964844,0.3403140854933657,1.5,3.0,105.0,0.0,0.02830188679245283
2025-07-31,1.5,120000.0,3,105.0,56.2599983215332,0.1566611642167588,1.5,3.0,105.0,0.0,0.02830188679245283
2025-08-31,1.5,120000.0,3,105.0,51.83000183105469,-0.0787414970253022,1.5,3.0,105.0,0.0,0.02830188679245283
2025-09-30,1.5,120000.0,3,105.0,64.80999755859375,0.25043402023887085,1.5,3.0,105.0,0.0,0.02830188679245283
2025-10-31,1.5,120000.0,3,105.0,63.9900016784668,-0.012652305369794337,1.5,3.0,105.0,0.0,0.02830188679245283
2025-11-30,1.5,120000.0,3,105.0,53.470001220703125,-0.1644006904488603,1.5,3.0,105.0,0.0,0.02830188679245283
2025-12-31,1.5,120000.0,3,105.0,52.439998626708984,-0.01926318628164403,1.5,3.0,105.0,0.0,0.02830188679245283
2026-01-31,1.5,120000.0,3,105.0,49.959999084472656,-0.04729213591117831,1.5,3.0,105.0,0.0,0.02830188679245283
2026-02-28,1.5,120000.0,3,105.0,60.13999938964844,0.20376302025072857,1.5,3.0,105.0,0.0,0.02830188679245283
2026-03-31,1.5,120000.0,3,105.0,47.56999969482422,-0.20901230166935825,1.5,3.0,105.0,0.0,0.02830188679245283
2026-04-30,1.5,120000.0,3,105.0,52.34000015258789,0.10027329174615618,1.5,3.0,105.0,0.0,0.02830188679245283
2026-05-31,1.5,120000.0,3,105.0,50.45000076293945,-0.03611003790864509,1.5,3.0,105.0,0.0,0.02830188679245283
