volatility,expected_return,sharpe_ratio
0.3780934377792194,0.18762849713932395,0.44335204050065397
0.38668213110469335,0.09500960103521372,0.19398258931935242
0.3754020611260616,0.17331599868193995,0.4084047866494153
0.5550485127547741,0.24989730137859448,0.41419316707576764
0.4184577202731783,0.10428059831199284,0.20140767926798586
0.4511403573843532,0.20484959295404429,0.40973854351177
0.48923015807598796,0.24829081459033497,0.4666327511127728
0.3395286426124336,0.13941258688970104,0.351701069962479
0.3601015827486433,0.1259748354633088,0.2942915014546907
0.3407368548100187,0.09260074395257298,0.21306983065583632
0.40146683005110145,0.07263539813219591,0.13110771349527459
0.36797889542274526,0.09735336273976382,0.21021141076826685
0.4514423394100904,0.07348555017541802,0.11847703572799301
0.4031851216305475,0.0750985808708329,0.13665826915439017
0.428436422784982,0.10094782275864554,0.1889377710523705
0.36211968378018383,0.10625744324500937,0.23820147622069032
0.3874385173538478,0.0716691112121493,0.1333608015151469
0.3492193473225512,0.2016485171557445,0.5201559379468388
0.5170256965161951,0.08473972605607306,0.12521568365421692
0.48174224343226446,0.2502855782535485,0.4780265409419673
0.3936530858925668,0.18325476803689938,0.41471735872903537
0.3979355160479401,0.009579084064703446,-0.026187448757504537
0.4639387234627934,0.1229124468988987,0.2218233609188089
0.46287957403178903,0.10668317251493792,0.18726938361074624
0.46052910238105876,0.21368311327192324,0.42056650116253175
0.3768662458073652,0.18163923291037049,0.428903449721502
0.374965484366474,0.07787307439119485,0.15434240431215898
0.44878646500486274,0.13794216137974988,0.26280240287209183
0.48014307800735584,0.12077397980746693,0.20988322944420967
0.3770505241869996,0.14274488264494561,0.32553961543909654
0.49127606317537714,0.0015169364392328705,-0.03762256080888881
0.38115301100499754,0.04022220900780531,0.05305535683552598
0.4826187065760586,0.03660969377254452,0.03441576869322388
0.4437873935911929,0.1325716300746165,0.2536611713182529
0.29724901345326754,0.09157203255841638,0.24078139646935678
0.37995062589157225,0.02838531032636521,0.022069473649868793
0.4112698346614135,0.20081138852315678,0.4396417468157215
0.4466742451943912,0.1032351047033771,0.18634408766315472
0.40141224763068767,0.1697326693053121,0.373014700445989
0.44250098976197116,0.1723616978221919,0.3443194509104937
0.30901047057270065,0.0872358338028775,0.21758432223434634
0.3798067750664107,0.15797203811024574,0.3632690282739712
0.36006146504631886,0.1752570435455771,0.4311959446301887
0.47651484488070034,0.12170249619858166,0.2134298590929392
0.39911242055145,0.09621768421556579,0.1909679586274376
0.43019345666432773,0.1537580917645844,0.3109254445702866
0.37466511308475914,0.08330163373446167,0.16895523902205745
0.3725939230732158,0.12410425427046748,0.2794040584768493
0.47316899382465777,0.15924540260761835,0.2942826018291861
0.4421709035727271,0.11887475468576714,0.2236120782413818
0.3976349473326304,0.079189770123098,0.14885454741880233
0.4173489006566556,0.05734278291079123,0.0894761741364029
0.3340973611016169,0.09972173309364318,0.23861826633642738
0.5414069825321631,0.16507266526050535,0.267954921050334
0.43798418030548175,0.12336436506432527,0.23600022492189446
0.287010413942342,0.10017156808812154,0.2793333070633017
0.3748041781231631,0.13021546136607023,0.29406145341809053
0.47207401441046387,0.1427076735694086,0.2599331245178758
0.3062628848866125,0.12900798368561944,0.3559294614689514
0.4278281033231305,0.1614078578515181,0.33052493922942555
0.44960602661084803,0.2492832553376459,0.5099648175670468
0.42929078530986137,0.18134052999133896,0.3758304056652035
0.45619927491064727,0.15283032935852303,0.29116733994051097
0.3878942914213227,0.0911109235553643,0.18332552225710663
0.4034699019939254,0.023619775392301916,0.008971611945310395
0.37966677517452263,0.1195610819201893,0.2622328010514582
0.339542501008577,0.06206430679783469,0.12388524756955865
0.4708549177975919,0.15151592331994646,0.27931305025995645
0.41106109405813646,0.08838246542674455,0.1663559660965462
0.3607914630373951,0.1761020835767704,0.4326656796771015
0.41882995213915525,0.04664258524510004,0.06361193870931203
0.4614486299010478,0.1332702646840216,0.2454666832759067
0.3152241680085733,0.05970194843681433,0.12594830113322575
0.3356802387163444,0.16300181404049463,0.4260060544145813
0.43309189176056406,0.20609507922992798,0.4296895942185201
0.40682787996188463,0.0843103473515091,0.15807753234005073
0.3985987244905598,0.21577222810172522,0.49115116550344556
0.42358785173519553,0.20926948529275974,0.4468246303982318
0.43908927053523944,0.02195161656949926,0.004444692003337466
0.4427251450249556,0.14337959855648993,0.2786821574128916
0.42091681815081194,0.0683416217204477,0.11484839672794256
0.39600978883971727,0.10509439821587577,0.214879532309534
0.4460944240868897,0.0941044991285774,0.16611841602876307
0.38691196974933534,0.06285963107069222,0.1107735981868414
0.41744643816983623,0.23328621265863125,0.5109307282479596
0.43667486529415966,0.1814970200693392,0.369833560171935
0.4314749462059819,0.06809120083865777,0.11145769009656356
0.5098576142108797,0.011039992385275449,-0.0175735487025965
0.46349496413125585,0.2533073774997646,0.5033655067581165
0.3093844089578267,0.20316848683795286,0.5920417497926381
0.4209630518190027,0.06627549370690176,0.10992768488099611
0.3760590943548371,0.05596008543871361,0.09562349635608824
0.4604875615508665,0.16052206368068456,0.3051593037766823
0.39751734737835565,0.028412312497891314,0.021162126768481636
0.43884120261017556,0.12020011892239439,0.22832887688397518
0.40143342829832235,0.1453017722776644,0.312135869722706
0.3361563317018649,0.10207110891920827,0.24414565837182167
0.3676200258373805,0.08923211235018944,0.1883251930916701
0.4085692944230733,0.06181117087281921,0.10233556814850546
0.45884921041949256,0.16637973155012897,0.31901489253148024
0.42430049449893054,0.05559019010915792,0.08387968095862691
0.3785413373404288,0.13711771744051182,0.30939214793122005
0.46925340229316226,0.16348379384366632,0.30577038577128096
0.42364033618590513,0.29128472060424815,0.6403656532016367
0.4701126893567886,0.17911227755490433,0.33845561108465894
0.46303987944029895,0.1098762999308397,0.19410056006294313
0.4540799728564779,0.11445630014220805,0.208016882021932
0.3642481044204379,0.09697119416145733,0.21131529094414275
0.4580676916278912,0.07740429521767889,0.12531836727815102
0.48099963700993575,0.23709134334224746,0.45133369474406304
0.4270289505185604,0.17878606968237076,0.3718391211873334
0.44810238522260576,0.20757952914842165,0.41860863796838965
0.4440975508027846,0.14224987873981979,0.27527708387229693
0.5338355338460239,0.1579690604789815,0.25844862646175293
0.3181314941066318,0.05718318540587089,0.1168799257372732
0.39064278222983045,0.14021871433434252,0.30774589933063995
0.37143805482720404,0.14750797631597437,0.34328194071361945
0.4049195548114452,0.12811196600745015,0.26699615941688354
0.4608652350264031,0.07677300878704418,0.12318787461543208
0.3410517669276094,0.07951767802193077,0.17451215268022288
